time,latitude,longitude,depth,mag,place
1981-04-26T12:09:28.400Z,33.133,-115.65,6,6,Southern California
1981-04-27T18:17:33.780Z,-57.591,148.079,10,6.5,west of Macquarie Island
1981-04-28T21:14:48.240Z,-23.721,179.981,540,6,south of the Fiji Islands
1981-04-30T14:41:41.260Z,43.233,150.222,49,6.1,east of the Kuril Islands
1981-05-02T16:04:55.600Z,36.355,71.085,228.7,6.3,"Hindu Kush region, Afghanistan"
1981-05-06T21:36:06.810Z,-1.886,-80.885,33,6.4,near the coast of Ecuador
1981-05-08T23:34:44.980Z,42.66,139.129,200.4,6,"Hokkaido, Japan region"
1981-05-13T01:39:54.820Z,5.829,127.008,145,6,Philippine Islands region
1981-05-25T05:25:14.460Z,-48.786,164.357,33,7.6,off the west coast of the South Island of New Zealand
1981-05-28T22:18:55.430Z,-5.682,151.409,70.5,6,"New Britain region, Papua New Guinea"
1981-06-01T14:07:01.300Z,-16.126,-173.559,33,6,Tonga
1981-06-01T15:12:46.760Z,18.734,-107.026,33,6,"off the coast of Jalisco, Mexico"
1981-06-03T05:47:44.440Z,-35.56,-17.04,10,6.4,southern Mid-Atlantic Ridge
1981-06-09T22:08:18.500Z,34.501,91.444,10,6,"southern Qinghai, China"
1981-06-11T07:24:25.230Z,29.913,57.715,33,6.7,southern Iran
1981-06-13T01:26:03.190Z,-60.171,154.712,10,6,west of Macquarie Island
1981-06-25T19:51:21.460Z,-41.697,79.929,10,6,Mid-Indian Ridge
1981-07-06T03:08:24.180Z,-22.293,171.742,33,7,southeast of the Loyalty Islands
1981-07-07T21:10:57.780Z,-0.166,-18.837,10,6.4,central Mid-Atlantic Ridge
1981-07-14T17:18:46.920Z,-36.818,78.491,10,6.1,Mid-Indian Ridge
1981-07-15T07:59:08.470Z,-17.26,167.601,30,7,Vanuatu
1981-07-28T17:22:24.620Z,30.013,57.794,33,7.1,eastern Iran
1981-07-29T01:11:12.730Z,-21.617,169.627,39.5,6.2,southeast of the Loyalty Islands
1981-08-23T12:00:26.550Z,48.718,157.39,40,6,east of the Kuril Islands
1981-09-01T09:29:31.540Z,-14.96,-173.085,25,7.7,Samoa Islands region
1981-09-03T05:35:44.800Z,43.621,147.031,45,6.6,Kuril Islands
1981-09-04T11:14:15.000Z,11.05,123.21,33,6.6,"Visayan Sea, Philippines"
1981-09-04T11:15:13.610Z,9.964,124.035,644.5,6,"Bohol, Philippines"
1981-09-06T11:02:40.870Z,-21.488,169.6,31,6.2,southeast of the Loyalty Islands
1981-09-12T07:15:54.170Z,35.693,73.594,33,6.2,northwestern Kashmir
1981-09-17T08:23:24.640Z,-22.518,170.506,30,6.6,southeast of the Loyalty Islands
1981-09-21T14:24:42.990Z,-22.185,170.491,33,6,southeast of the Loyalty Islands
1981-09-25T15:01:22.010Z,38.499,143.158,25.3,6.1,"off the east coast of Honshu, Japan"
1981-09-28T17:56:18.090Z,-29.335,-179.039,323,6,Kermadec Islands region
1981-10-04T00:01:32.790Z,-4.57,146.123,33,6.3,"eastern New Guinea region, Papua New Guinea"
1981-10-07T13:19:20.140Z,-11.443,66.277,10,6,Mid-Indian Ridge
1981-10-09T12:19:40.230Z,-9.979,162.046,50.2,6.4,Solomon Islands
1981-10-15T01:47:52.970Z,40.229,142.287,47,6,"near the east coast of Honshu, Japan"
1981-10-16T03:25:42.220Z,-33.134,-73.074,33,7.2,"off the coast of Valparaiso, Chile"
1981-10-17T06:44:55.150Z,-7.101,128.974,179,6.1,"Kepulauan Barat Daya, Indonesia"
1981-10-17T14:35:40.850Z,-45.509,-15.18,10,6,southern Mid-Atlantic Ridge
1981-10-25T03:22:15.570Z,18.048,-102.084,33,7.3,"Guerrero, Mexico"
1981-10-28T04:34:17.780Z,-31.272,-110.649,10,6.2,Easter Island region
1981-11-03T13:47:34.130Z,43.542,-127.706,10,6.2,off the coast of Oregon
1981-11-04T14:38:10.730Z,-20.046,-174.276,33,6.3,Tonga
1981-11-06T16:47:49.100Z,-3.558,143.79,33,6.9,"near the north coast of New Guinea, Papua New Guinea"
1981-11-07T03:29:51.090Z,-32.199,-71.336,65.2,6.8,"Valparaiso, Chile"
1981-11-07T09:42:55.430Z,-17.088,66.691,10,6,Mauritius - Reunion region
1981-11-15T20:18:17.540Z,-65.635,179.899,10,6,Balleny Islands region
1981-11-16T13:53:18.800Z,-22.141,169.503,33,6.2,southeast of the Loyalty Islands
1981-11-18T17:37:48.710Z,-29.516,-177.228,33,6,"Kermadec Islands, New Zealand"
1981-11-22T15:05:20.560Z,18.752,120.839,24,6.5,"Luzon, Philippines"
1981-11-24T23:30:32.630Z,-22.504,170.635,29.8,6.7,southeast of the Loyalty Islands
1981-11-24T23:49:54.500Z,-22.372,170.558,33,6.2,southeast of the Loyalty Islands
1981-12-06T12:50:48.940Z,-6.171,152.045,33,6.1,"New Britain region, Papua New Guinea"
1981-12-12T04:52:37.160Z,23.932,125.856,10,6.3,"southwestern Ryukyu Islands, Japan"
1981-12-19T14:10:50.720Z,39.243,25.227,10,7.2,Aegean Sea
1981-12-24T05:33:20.710Z,-29.97,-177.61,28,6.8,"Kermadec Islands, New Zealand"
1981-12-26T17:05:32.520Z,-29.934,-177.741,33,7.1,"Kermadec Islands, New Zealand"
1981-12-27T17:39:13.630Z,38.938,24.905,13.3,6.5,Aegean Sea
1982-01-01T18:51:01.560Z,26.823,142.557,22.2,6.7,"Bonin Islands, Japan region"
1982-01-03T14:09:50.450Z,-0.972,-21.87,10,6.5,central Mid-Atlantic Ridge
1982-01-04T06:05:01.330Z,18.014,145.626,590.2,6.1,"Pagan region, Northern Mariana Islands"
1982-01-04T22:20:53.600Z,-23.165,-177.312,195,6,south of the Fiji Islands
1982-01-11T06:10:06.490Z,13.752,124.358,45.7,7.1,"Catanduanes, Philippines"
1982-01-12T05:48:17.630Z,13.158,-87.589,6.4,6,"Golfo de Fonseca, Honduras"
1982-01-13T00:06:43.270Z,-9.55,152.161,33,6,D'Entrecasteaux Islands region
1982-01-15T13:48:21.830Z,-9.513,152.146,33,6,D'Entrecasteaux Islands region
1982-01-18T19:27:24.450Z,40.004,24.319,10,6.8,Aegean Sea
1982-01-20T04:25:11.630Z,6.946,94.002,18.9,6.3,"Nicobar Islands, India region"
1982-01-20T07:09:17.430Z,7.119,93.944,27,6.2,"Nicobar Islands, India region"
1982-01-23T17:37:30.260Z,31.696,82.246,33,6.5,western Xizang
1982-01-23T17:48:02.140Z,31.582,82.205,33,6,western Xizang
1982-01-24T06:08:56.660Z,14.085,124.347,37.2,6.4,"Catanduanes, Philippines"
1982-01-25T05:29:33.520Z,53.222,-165.719,60,6.1,"Fox Islands, Aleutian Islands, Alaska"
1982-01-28T14:26:15.550Z,-27.383,-71.782,33,6.1,"offshore Atacama, Chile"
1982-01-30T02:35:10.640Z,16.737,-61.43,63.3,6,"Guadeloupe region, Leeward Islands"
1982-02-20T13:26:50.360Z,-10.861,166.015,36,6.8,Santa Cruz Islands
1982-02-20T19:18:20.240Z,33.579,140.999,18,6.5,"Izu Islands, Japan region"
1982-03-04T09:11:49.520Z,-22.426,173.624,45,6,southeast of the Loyalty Islands
1982-03-10T21:58:43.530Z,-56.037,-27.291,102,6,South Sandwich Islands region
1982-03-11T10:32:27.100Z,-9.265,118.479,33,6.4,"Sumbawa region, Indonesia"
1982-03-21T02:32:07.740Z,42.158,142.361,44,6.7,"Hokkaido, Japan region"
1982-03-25T05:05:39.610Z,-52.733,-46.782,10,6,South Atlantic Ocean
1982-03-28T03:52:34.590Z,-31.485,-178.66,79,6,Kermadec Islands region
1982-03-28T23:24:51.120Z,-12.69,-76.065,95,6.1,near the coast of central Peru
1982-03-29T12:20:26.720Z,-15.471,-179.61,33,6.3,Fiji region
1982-03-29T21:33:55.440Z,0.088,123.332,187.2,6,"Minahasa, Sulawesi, Indonesia"
1982-04-06T19:56:53.450Z,14.315,-92.082,64.8,6.5,offshore Guatemala
1982-04-12T00:34:44.380Z,-30.185,-177.89,35,6.1,"Kermadec Islands, New Zealand"
1982-04-16T14:04:51.230Z,-15.792,-172.985,33,6,Samoa Islands region
1982-04-17T09:20:57.860Z,19.871,120.526,10.3,6.2,"Babuyan Islands region, Philippines"
1982-05-02T11:19:38.010Z,-29.318,-177.151,25.4,6.5,"Kermadec Islands, New Zealand"
1982-05-07T05:38:34.890Z,-60.597,-20.877,10,6.7,east of the South Sandwich Islands
1982-05-31T10:21:15.010Z,55.138,165.401,33,6.4,"Komandorskiye Ostrova, Russia region"
1982-05-31T15:18:55.740Z,7.776,135.777,33,6.4,Palau region
1982-06-01T04:14:15.430Z,-41.548,-75.106,33,6.1,"offshore Los Lagos, Chile"
1982-06-02T12:37:34.590Z,-18.083,-172.492,33,6.4,Tonga region
1982-06-07T06:52:37.370Z,16.607,-98.149,40.5,6.9,"Oaxaca, Mexico"
1982-06-07T10:59:40.160Z,16.558,-98.358,33.8,7,"Guerrero, Mexico"
1982-06-11T00:38:09.800Z,-17.616,-174.414,123,6.3,Tonga
1982-06-19T06:21:58.000Z,13.313,-89.339,81.6,6.2,offshore El Salvador
1982-06-22T04:18:40.500Z,-7.339,126.043,450,6.3,"Kepulauan Barat Daya, Indonesia"
1982-06-27T16:17:13.490Z,-55.486,160.161,10,6.1,Macquarie Island region
1982-06-30T01:57:34.150Z,44.679,151.143,33,6.9,east of the Kuril Islands
1982-07-01T07:41:53.260Z,51.426,-179.943,47.7,6,"Andreanof Islands, Aleutian Islands, Alaska"
1982-07-04T01:20:06.800Z,27.929,136.967,536,7.1,"west of the Bonin Islands, Japan"
1982-07-07T10:43:03.740Z,-51.225,160.513,10,7,north of Macquarie Island
1982-07-17T22:02:07.980Z,-21.735,173.132,36.9,6.2,Vanuatu region
1982-07-23T14:23:53.570Z,36.194,141.702,36.6,7.1,"near the east coast of Honshu, Japan"
1982-07-23T17:54:02.480Z,36.067,141.725,31,6.2,"near the east coast of Honshu, Japan"
1982-07-31T06:29:15.520Z,51.755,176.137,37.8,6.4,"Rat Islands, Aleutian Islands, Alaska"
1982-08-05T20:32:52.950Z,-12.597,165.931,30.7,7,Santa Cruz Islands
1982-08-07T20:56:22.720Z,-11.143,115.418,33,6.4,"south of Bali, Indonesia"
1982-08-12T02:13:08.690Z,-4.354,153.158,45,6.5,"New Ireland region, Papua New Guinea"
1982-08-17T22:22:24.430Z,33.772,22.961,31,6.4,central Mediterranean Sea
1982-08-19T15:59:01.530Z,6.718,-82.68,10,6.8,south of Panama
1982-08-26T05:22:59.670Z,-2.692,-79.871,70,6.1,near the coast of Ecuador
1982-09-03T01:32:00.280Z,43.913,148.478,33,6.1,east of the Kuril Islands
1982-09-03T23:39:39.090Z,-15.296,-173.089,33,6.3,Tonga
1982-09-04T02:08:09.030Z,-15.433,-173.062,33,6.3,Tonga
1982-09-04T13:31:14.920Z,-25.524,-176.245,33,6.1,south of the Fiji Islands
1982-09-06T01:47:02.730Z,29.325,140.36,175.8,6.8,"Izu Islands, Japan region"
1982-09-14T18:17:02.840Z,-7.23,147.991,36.8,6.4,"eastern New Guinea region, Papua New Guinea"
1982-09-15T20:22:55.280Z,-14.493,-70.785,128.3,6.3,southern Peru
1982-09-17T13:28:24.810Z,-23.469,-179.852,546,6.2,south of the Fiji Islands
1982-09-20T12:57:45.340Z,-26.93,-175.963,33,6.1,south of Tonga
1982-09-21T01:28:18.110Z,-9.567,152.243,20.5,6.1,D'Entrecasteaux Islands region
1982-09-28T15:14:36.790Z,-24.271,-176.674,40,6.4,south of the Fiji Islands
1982-10-05T09:14:32.510Z,-15.591,168.004,17.6,6,Vanuatu
1982-10-07T07:15:56.630Z,-7.156,125.876,515.2,6.2,"Kepulauan Barat Daya, Indonesia"
1982-11-11T00:43:45.570Z,-6.65,101.63,33,6.3,"southwest of Sumatra, Indonesia"
1982-11-16T17:25:53.310Z,-14.614,168.025,27,6.1,Vanuatu
1982-11-18T14:57:52.400Z,-1.719,-76.703,195,6.6,Ecuador
1982-11-19T04:27:13.840Z,-10.599,-74.699,14,6.7,central Peru
1982-11-21T23:27:11.540Z,55.4,163.176,35,6.3,"off the east coast of the Kamchatka Peninsula, Russia"
1982-12-03T22:29:59.730Z,-13.323,167.205,256.7,6.6,Vanuatu
1982-12-13T09:12:48.050Z,14.701,44.379,5,6.3,Yemen
1982-12-16T00:40:48.720Z,36.148,69.011,36,6.6,"Hindu Kush region, Afghanistan"
1982-12-17T02:43:03.660Z,24.595,122.547,86.9,6.5,Taiwan region
1982-12-19T17:43:54.850Z,-24.133,-175.864,33,7.2,south of Tonga
1982-12-20T01:30:30.380Z,-24.038,-175.467,33,6,south of Tonga
1982-12-20T02:58:10.550Z,-23.723,-175.977,32,6.3,Tonga region
1982-12-20T17:46:08.820Z,-23.545,-175.939,33,6.3,Tonga region
1982-12-28T06:37:42.500Z,33.826,139.434,22,6.3,"Izu Islands, Japan region"
1982-12-28T13:49:29.000Z,19.945,121.397,34,6,"Babuyan Islands region, Philippines"
1982-12-31T03:47:28.510Z,-20.993,-68.464,118,6,"Antofagasta, Chile"
1983-01-01T05:31:56.130Z,-16.943,-69.114,172,6.3,"La Paz, Bolivia"
1983-01-08T11:21:29.540Z,-15.394,-173.33,33,6.4,Tonga
1983-01-08T15:04:56.210Z,-3.161,148.195,14.3,6.1,Bismarck Sea
1983-01-09T21:03:54.230Z,55.179,163.244,33,6.1,"off the east coast of the Kamchatka Peninsula, Russia"
1983-01-16T22:10:12.230Z,-5.458,147.046,234.9,6.7,"eastern New Guinea region, Papua New Guinea"
1983-01-17T12:41:29.700Z,38.026,20.228,14.3,7,Greece
1983-01-18T15:23:36.850Z,-57.966,-24.311,56,6.5,South Sandwich Islands region
1983-01-22T01:27:44.160Z,-6.672,103.027,40,6,"southwest of Sumatra, Indonesia"
1983-01-22T06:44:36.440Z,-6.713,102.976,29,6.1,"southwest of Sumatra, Indonesia"
1983-01-24T08:17:39.610Z,16.147,-95.232,56.8,6.3,"Oaxaca, Mexico"
1983-01-24T23:09:21.430Z,12.942,93.582,78,6.8,"Andaman Islands, India region"
1983-01-26T04:43:20.580Z,-49.556,-114.079,10,6.4,southern East Pacific Rise
1983-01-26T16:02:21.350Z,-30.383,-179.339,238,7,Kermadec Islands region
1983-02-07T18:23:16.640Z,-29.707,-177.837,52,6,"Kermadec Islands, New Zealand"
1983-02-12T08:47:12.740Z,5.669,126.297,51,6.3,"Mindanao, Philippines"
1983-02-13T01:40:10.980Z,39.945,75.135,16.1,6.2,"southern Xinjiang, China"
1983-02-14T00:23:19.420Z,10.504,140.924,39,6.2,"State of Yap, Federated States of Micronesia"
1983-02-14T03:20:04.470Z,54.931,-159.189,47,6.5,south of Alaska
1983-02-20T10:49:54.110Z,5.546,126.246,60.5,6.4,"Mindanao, Philippines"
1983-02-25T22:49:54.730Z,-18.268,-69.438,146,6.9,"Tarapaca, Chile"
1983-02-26T07:10:59.160Z,49.243,155.601,56,6.4,Kuril Islands
1983-02-28T05:44:24.450Z,44.161,148.058,42,6.1,Kuril Islands
1983-03-10T00:27:48.360Z,43.813,147.397,33,6.2,Kuril Islands
1983-03-12T00:53:40.180Z,-4.036,127.893,33,6,Banda Sea
1983-03-12T01:36:35.810Z,-4.056,127.924,16.9,6.7,Banda Sea
1983-03-15T19:58:30.450Z,5.346,126.566,41,6.7,"Mindanao, Philippines"
1983-03-18T09:05:50.000Z,-4.883,153.581,88.8,7.6,"New Ireland region, Papua New Guinea"
1983-03-20T13:45:49.060Z,-4.694,153.161,80.1,6.4,"New Ireland region, Papua New Guinea"
1983-03-21T07:44:17.790Z,-21.466,-175.451,68,6.7,Tonga
1983-03-23T06:09:28.870Z,-6.514,154.603,35,6.4,"Bougainville region, Papua New Guinea"
1983-03-23T08:26:54.590Z,-6.586,154.6,29.6,6,"Bougainville region, Papua New Guinea"
1983-03-23T23:51:06.510Z,38.294,20.262,19.1,6.4,Greece
1983-04-03T02:50:01.180Z,8.717,-83.123,37,7.1,Costa Rica
1983-04-04T02:51:34.360Z,5.723,94.722,78.5,6.9,"northern Sumatra, Indonesia"
1983-04-04T23:12:47.190Z,49.408,155.602,51,6.5,Kuril Islands
1983-04-04T23:58:59.010Z,-15.038,167.289,123,6.2,Vanuatu
1983-04-08T02:28:25.580Z,11.429,57.52,10,6.7,Owen Fracture Zone region
1983-04-11T08:18:10.120Z,10.419,-62.764,40,6.1,"Gulf of Paria, Venezuela"
1983-04-12T12:07:54.520Z,-4.843,-78.103,104.2,7,Peru-Ecuador border region
1983-04-17T14:06:56.610Z,-20.725,169.232,26.1,6.2,Vanuatu
1983-04-18T10:58:51.260Z,27.793,62.054,64,7,Iran-Pakistan border region
1983-04-24T09:08:47.850Z,-8.875,157.669,12.4,6.4,Solomon Islands
1983-04-30T14:03:49.230Z,41.473,143.764,30.4,6.5,"Hokkaido, Japan region"
1983-05-01T18:10:40.390Z,46.353,153.453,24,6.2,Kuril Islands
1983-05-02T23:42:37.760Z,36.219,-120.317,10.2,6.5,Central California
1983-05-09T10:58:25.400Z,-40.93,-74.909,23,6,"offshore Los Lagos, Chile"
1983-05-09T15:53:03.070Z,8.233,-82.957,39.1,6.1,Panama-Costa Rica border region
1983-05-09T20:09:15.400Z,19.98,-109.454,10,6.1,Revilla Gigedo Islands region
1983-05-10T11:02:35.810Z,-5.399,150.896,112.4,6.5,"New Britain region, Papua New Guinea"
1983-05-10T18:27:31.890Z,-4.805,152.509,71.6,6.7,"New Britain region, Papua New Guinea"
1983-05-11T00:17:12.070Z,2.293,128.34,125,6.2,"Halmahera, Indonesia"
1983-05-15T00:24:00.680Z,-18.907,-175.641,33,6.5,Tonga
1983-05-26T02:59:59.600Z,40.462,139.102,23.7,7.4,"near the west coast of Honshu, Japan"
1983-06-01T01:59:54.680Z,-17.038,-174.605,179.6,6.6,Tonga
1983-06-01T10:58:44.840Z,-15.694,-172.812,33,6.1,Samoa Islands region
1983-06-02T20:12:50.730Z,-9.512,-71.249,598.6,6.2,Peru-Brazil border region
1983-06-09T12:49:03.860Z,40.237,139.023,30.6,6,"near the west coast of Honshu, Japan"
1983-06-09T13:04:00.520Z,40.268,139.023,28,6.3,"near the west coast of Honshu, Japan"
1983-06-09T18:46:00.900Z,51.414,-174.111,20.8,6.1,"Andreanof Islands, Aleutian Islands, Alaska"
1983-06-21T06:25:27.350Z,41.346,139.099,9.9,6.7,"Hokkaido, Japan region"
1983-06-21T14:48:07.340Z,24.199,122.422,36.9,6.4,Taiwan region
1983-06-24T07:18:22.140Z,21.721,103.282,18.4,6.3,Vietnam
1983-06-24T09:06:45.800Z,24.176,122.402,44.1,6.7,Taiwan region
1983-06-24T09:07:14.300Z,21.4,102.604,33,6.9,Laos
1983-07-03T17:14:23.170Z,9.652,-83.688,33,6.5,Costa Rica
1983-07-05T11:11:39.890Z,-22.599,171.02,33,6.4,southeast of the Loyalty Islands
1983-07-05T12:01:27.380Z,40.324,27.222,10,6.1,western Turkey
1983-07-07T16:05:39.790Z,-22.609,170.731,33.7,6.2,southeast of the Loyalty Islands
1983-07-11T12:56:28.370Z,-60.889,-53.02,10,6.9,South Shetland Islands
1983-07-12T15:10:03.400Z,61.031,-147.286,37,6.6,Southern Alaska
1983-07-14T19:47:46.530Z,5.557,126.452,43,6.3,"Mindanao, Philippines"
1983-07-22T02:39:53.740Z,36.228,-120.416,9.2,6,Central California
1983-07-24T23:07:30.970Z,53.93,158.372,180.4,6.2,"near the east coast of the Kamchatka Peninsula, Russia"
1983-07-24T23:38:09.840Z,-8.141,119.504,48.1,6.4,"Flores region, Indonesia"
1983-08-02T02:17:41.030Z,20.435,122.101,157.9,6.3,"Batan Islands region, Philippines"
1983-08-06T15:43:51.240Z,40.142,24.766,2.4,6.8,Aegean Sea
1983-08-06T22:37:54.970Z,-6.518,130.119,160,6,Banda Sea
1983-08-17T10:55:54.130Z,55.867,161.287,62.6,7.1,"near the east coast of the Kamchatka Peninsula, Russia"
1983-08-17T12:17:56.010Z,18.231,120.86,28.8,6.5,"Luzon, Philippines"
1983-08-25T20:23:33.320Z,33.509,131.484,126.4,6.5,"Kyushu, Japan"
1983-08-27T18:49:48.430Z,8.171,125.946,20.5,6,"Mindanao, Philippines"
1983-08-30T08:50:17.180Z,-16.708,-172.082,38.7,6.1,Samoa Islands region
1983-09-07T19:22:05.150Z,60.976,-147.5,45,6.4,Southern Alaska
1983-09-12T15:42:08.550Z,36.502,71.082,208.8,6.2,"Hindu Kush region, Afghanistan"
1983-09-14T11:25:00.900Z,18.104,145.77,158.5,6.3,"Pagan region, Northern Mariana Islands"
1983-09-15T10:39:02.390Z,16.103,-93.153,115.2,6.3,"Chiapas, Mexico"
1983-09-16T08:09:26.680Z,-24.032,-179.796,510.2,6,south of the Fiji Islands
1983-09-17T05:56:56.690Z,4.75,95.039,66.4,6.1,"northern Sumatra, Indonesia"
1983-09-17T12:11:42.790Z,-16.636,-177.476,33,6.7,Fiji region
1983-09-21T19:20:42.460Z,24.095,122.148,28.2,6.3,Taiwan region
1983-09-24T17:17:53.670Z,-3.727,151.09,10,6.1,"New Ireland region, Papua New Guinea"
1983-10-03T13:33:35.070Z,33.941,139.513,12.4,6,"Izu Islands, Japan region"
1983-10-04T18:52:13.300Z,-26.535,-70.563,14.8,7.4,"Atacama, Chile"
1983-10-08T07:45:26.680Z,44.229,130.741,557.9,6.1,"Heilongjiang, China"
1983-10-09T11:25:40.580Z,-26.135,-70.518,16.1,6.7,"Atacama, Chile"
1983-10-15T10:56:50.800Z,-8.101,156.311,7.4,6.5,Solomon Islands
1983-10-16T05:32:28.710Z,1.084,121.052,40.1,6.5,"Minahasa, Sulawesi, Indonesia"
1983-10-16T09:59:46.550Z,-23.681,-70.129,65.6,6.1,"Antofagasta, Chile"
1983-10-17T13:25:21.130Z,-20.794,-173.758,30.4,6.3,Tonga
1983-10-17T19:36:21.470Z,37.588,-17.52,10,6.4,Azores-Cape St. Vincent Ridge
1983-10-22T04:21:35.010Z,-60.665,-25.451,24,7.2,South Sandwich Islands region
1983-10-22T05:53:23.710Z,-60.404,-24.865,33,6.3,South Sandwich Islands region
1983-10-22T13:07:39.170Z,-60.62,-25.392,33,6.5,South Sandwich Islands region
1983-10-25T00:36:23.430Z,1.131,120.858,33,6.5,"Minahasa, Sulawesi, Indonesia"
1983-10-27T19:43:48.410Z,1.093,120.833,27.7,6.6,"Minahasa, Sulawesi, Indonesia"
1983-10-28T14:06:06.610Z,44.058,-113.857,10,6.9,southern Idaho
1983-10-30T04:12:27.130Z,40.33,42.187,11.6,6.8,eastern Turkey
1983-10-31T17:37:56.290Z,-9.016,119.18,83.4,6.4,"Sumba region, Indonesia"
1983-11-07T08:39:20.470Z,1.411,128.164,31.3,6.1,"Halmahera, Indonesia"
1983-11-07T08:42:29.920Z,1.27,128.335,59.4,6.6,"Halmahera, Indonesia"
1983-11-07T16:26:31.750Z,1.413,128.154,39,6.4,"Halmahera, Indonesia"
1983-11-16T16:13:00.070Z,19.43,-155.454,12,6.7,"Hawaii region, Hawaii"
1983-11-20T00:44:43.560Z,43.706,148.444,29.3,6.1,east of the Kuril Islands
1983-11-20T20:32:20.520Z,-7.45,130.645,59.3,6.1,"Kepulauan Tanimbar, Indonesia"
1983-11-22T14:21:03.080Z,0.482,-79.877,54.9,6.6,near the coast of Ecuador
1983-11-24T05:30:34.230Z,-7.481,128.168,178.5,7.3,"Kepulauan Barat Daya, Indonesia"
1983-11-25T19:56:07.830Z,-40.451,155.507,18.5,6.2,southeast of Australia
1983-11-25T21:54:12.300Z,-5.466,152.003,26.4,6.1,"New Britain region, Papua New Guinea"
1983-11-26T20:18:23.220Z,7.359,-82.268,10,6,south of Panama
1983-11-29T23:41:07.310Z,-19.503,-177.783,525,6,Fiji region
1983-11-30T02:56:47.280Z,41.79,142.772,56.9,6,"Hokkaido, Japan region"
1983-11-30T17:46:00.670Z,-6.852,72.11,10,7.3,Chagos Archipelago region
1983-12-02T03:09:05.660Z,14.066,-91.924,67.1,7,offshore Guatemala
1983-12-03T01:23:55.300Z,-15.24,-172.915,33,6.2,Samoa Islands region
1983-12-03T17:43:14.840Z,-6.463,71.417,10,6.3,Chagos Archipelago region
1983-12-08T13:17:56.380Z,3.792,148.958,10,6.3,Federated States of Micronesia region
1983-12-11T09:13:49.230Z,8.137,137.239,23.9,6.4,"State of Yap, Federated States of Micronesia"
1983-12-12T09:26:07.000Z,-7.583,127.288,136.9,6.4,"Kepulauan Barat Daya, Indonesia"
1983-12-15T03:57:25.000Z,-29.155,-176.524,20,6.1,Kermadec Islands region
1983-12-15T04:22:33.460Z,-33.099,-70.12,100.1,6.2,"Region Metropolitana, Chile"
1983-12-15T14:11:24.780Z,-3.155,145.393,23.8,6.4,"near the north coast of New Guinea, Papua New Guinea"
1983-12-20T16:58:30.770Z,-2.408,145.045,10,6.2,"Admiralty Islands region, Papua New Guinea"
1983-12-21T12:05:06.380Z,-28.19,-63.172,601.9,6.9,"Santiago Del Estero, Argentina"
1983-12-21T23:32:11.620Z,-5.54,151.86,33,6.2,"New Britain region, Papua New Guinea"
1983-12-22T01:02:02.430Z,-5.392,151.868,26,6.4,"New Britain region, Papua New Guinea"
1983-12-22T04:11:29.230Z,11.866,-13.529,11.3,6.3,Guinea
1983-12-30T23:52:39.930Z,36.372,70.738,214.5,7.4,"Hindu Kush region, Afghanistan"
1984-01-01T09:03:38.850Z,33.683,136.894,368.1,7.2,"near the south coast of western Honshu, Japan"
1984-01-01T22:08:14.150Z,-22.81,-66.16,272.1,6,"Jujuy, Argentina"
1984-01-02T22:09:58.140Z,-56.745,-142.655,10,6.4,Pacific-Antarctic Ridge
1984-01-08T15:24:13.560Z,-2.823,118.806,33,7,"Sulawesi, Indonesia"
1984-01-16T12:27:14.030Z,-29.982,-112.32,10,6.3,Easter Island region
1984-01-19T16:15:16.300Z,-23.642,-178.321,332.3,6.2,south of the Fiji Islands
1984-01-19T16:34:45.190Z,5.988,146.533,30.3,6.1,"State of Yap, Federated States of Micronesia"
1984-01-27T13:01:40.280Z,36.39,71.034,171.8,6.1,"Hindu Kush region, Afghanistan"
1984-02-01T07:28:28.700Z,49.063,146.59,573.4,6.4,Sea of Okhotsk
1984-02-01T14:22:07.900Z,34.616,70.484,33,6.1,"Hindu Kush region, Afghanistan"
1984-02-07T21:33:21.490Z,-10.012,160.469,18.1,7.6,Solomon Islands
1984-02-08T00:39:51.090Z,-9.815,160.268,27,6.4,Solomon Islands
1984-02-10T16:51:20.890Z,28.271,-112.144,10,6,Gulf of California
1984-02-16T17:18:41.610Z,36.431,70.826,207.6,6.4,"Hindu Kush region, Afghanistan"
1984-02-17T16:32:21.390Z,-6.598,130.117,158.1,6,Banda Sea
1984-02-17T20:33:42.220Z,20.59,-109.086,10,6.1,Revilla Gigedo Islands region
1984-02-26T08:18:19.840Z,-17.316,-70.526,113.1,6.1,southern Peru
1984-03-01T19:21:25.280Z,-4.52,-105.993,10,6,central East Pacific Rise
1984-03-02T05:48:01.720Z,-4.337,145.855,33,6,"near the north coast of New Guinea, Papua New Guinea"
1984-03-05T03:33:50.990Z,8.147,123.762,649.1,7.3,"Mindanao, Philippines"
1984-03-06T02:17:21.260Z,29.384,138.935,457.4,7.4,"Izu Islands, Japan region"
1984-03-08T00:40:50.580Z,-38.252,177.224,87.8,6,North Island of New Zealand
1984-03-10T09:02:00.660Z,-7.641,106.957,52.1,6,"Java, Indonesia"
1984-03-12T10:50:48.840Z,-23.423,-179.971,546.5,6.2,south of the Fiji Islands
1984-03-14T11:36:30.940Z,-20.089,-178.073,569.6,6,Fiji region
1984-03-19T20:28:38.240Z,40.32,63.35,14.5,7,western Uzbekistan
1984-03-21T08:27:51.460Z,-43.95,77.915,10,6.1,Mid-Indian Ridge
